project_code,project_name,snapshot_date,start_date,original_doc,original_cost_cr,cumulative_expenditure_cr,physical_progress_pct,planned_duration_months,elapsed_months,months_to_original_target,expenditure_pct_of_original_cost,project_category,target_cost_overrun_pct,target_schedule_overrun_months,delay_flag,cost_overrun_flag
N18000352,TRANSMISSION SYSTEM FOR KURNOOL WIND ENERGY ZONE SOLAR ENERGY ZONE (AP) PART-A  PART B,2024-08-01,2023-03-01,11-2024,3546.94,1093.24,45.0,20,17,3,30.82206070584786,Transmission_System,0.0,0.0,0,0
N18000352,TRANSMISSION SYSTEM FOR KURNOOL WIND ENERGY ZONE SOLAR ENERGY ZONE (AP) PART- A  PART B,2024-11-01,2023-03-01,11-2024,3546.94,1687.14,68.0,20,20,0,47.566071035878814,Transmission_System,0.0,4.0,1,0
N18000352,TRANSMISSION SYSTEM FOR KURNOOL WIND ENERGY ZONE SOLAR ENERGY ZONE (AP) PART-A  PART B,2024-12-01,2023-03-01,11-2024,3546.94,1767.14,75.0,20,21,-1,49.82153631017159,Transmission_System,0.0,4.0,1,0
N18000352,TRANSMISSION SYSTEM FOR KURNOOL WIND ENERGY ZONE SOLAR ENERGY ZONE (AP) PART-A  PART B,2025-01-01,2023-03-01,11-2024,3546.94,1940.14,80.0,20,22,-2,54.69897996582971,Transmission_System,0.0,6.0,1,0
N18000352,TRANSMISSION SYSTEM FOR KURNOOL WIND ENERGY ZONE SOLAR ENERGY ZONE (AP) PART- A  PART B,2025-02-01,2023-03-01,11-2024,3546.94,2000.14,84.0,20,23,-3,56.390578921549285,Transmission_System,0.0,6.0,1,0
N18000352,TRANSMISSION SYSTEM FOR KURNOOL WIND ENERGY ZONE SOLAR ENERGY ZONE (AP) PART- A  PART B,2025-03-01,2023-03-01,11-2024,3546.94,2106.14,87.0,20,24,-4,59.3790704099872,Transmission_System,0.0,6.0,1,0
N18000352,TRANSMISSION SYSTEM FOR KURNOOL WIND ENERGY ZONE SOLAR ENERGY ZONE (AP) PART-A  PART B,2025-04-01,2023-03-01,11-2024,3546.94,2202.14,89.0,20,25,-5,62.08562873913852,Transmission_System,0.0,9.0,1,0
N18000352,TRANSMISSION SYSTEM FOR KURNOOL WIND ENERGY ZONE SOLAR ENERGY ZONE (AP) PART-A  PART B,2025-05-01,2023-03-01,11-2024,3546.94,2759.0,97.0,20,26,-6,77.78535864717193,Transmission_System,0.0,9.0,1,0
N18000352,TRANSMISSION SYSTEM FOR KURNOOL WIND ENERGY ZONE SOLAR ENERGY ZONE (AP) PART-A  PART B,2025-06-01,2023-03-01,11-2024,3546.94,2837.55,94.0,20,27,-7,79.99994361336815,Transmission_System,0.0,10.0,1,0
N18000353,ER WR TRANSMISSION LIMITED,2024-08-01,2023-03-01,03-2025,281.16,27.14,26.0,24,17,7,9.652866695120215,Other_Power_Transmission,0.0,0.0,0,0
N18000353,ER WR TRANSMISSION LIMITED,2024-11-01,2023-03-01,03-2025,281.16,54.14,50.0,24,20,4,19.25593967847489,Other_Power_Transmission,0.0,0.0,0,0
N18000353,ER WR TRANSMISSION LIMITED,2024-12-01,2023-03-01,03-2025,281.16,62.14,57.0,24,21,3,22.1012946365059,Other_Power_Transmission,0.0,0.0,0,0
N18000353,ER WR TRANSMISSION LIMITED,2025-01-01,2023-03-01,03-2025,281.16,89.14,63.0,24,22,2,31.704367619860573,Other_Power_Transmission,0.0,0.0,0,0
N18000353,ER WR TRANSMISSION LIMITED,2025-02-01,2023-03-01,03-2025,281.16,99.14,84.0,24,23,1,35.261061317399346,Other_Power_Transmission,0.0,0.0,0,0
N18000353,ER WR TRANSMISSION LIMITED,2025-03-01,2023-03-01,03-2025,281.16,129.14,84.0,24,24,0,45.93114241001564,Other_Power_Transmission,0.0,1.0,1,0
N18000353,ER WR TRANSMISSION LIMITED,2025-04-01,2023-03-01,03-2025,281.16,162.14,91.0,24,25,-1,57.668231611893574,Other_Power_Transmission,0.0,2.0,1,0
N18000353,ER WR TRANSMISSION LIMITED,2025-05-01,2023-03-01,03-2025,281.16,217.88,98.8,24,26,-2,77.49324228197467,Other_Power_Transmission,0.0,3.0,1,0
N18000353,ER WR TRANSMISSION LIMITED,2025-06-01,2023-03-01,03-2025,281.16,281.15,100.0,24,27,-3,99.99644330630244,Other_Power_Transmission,0.0,3.0,1,0
N18000354,TRANSMISSION SYSTEM ASSOCIATED WITH WESTERN REGION EXPANSION SCHEME XXVII,2024-08-01,2023-03-01,09-2024,271.69,108.34,50.0,18,17,1,39.876329640398986,Transmission_System,0.0,1.0,1,0
N18000354,TRANSMISSION SYSTEM ASSOCIATED WITH WESTERN REGION EXPANSION SCHEME XXVII,2024-09-01,2023-03-01,09-2024,271.69,117.04,54.0,18,18,0,43.078508594353856,Transmission_System,0.0,3.0,1,0
N18000354,TRANSMISSION SYSTEM ASSOCIATED WITH WESTERN REGION EXPANSION SCHEME XXVII,2024-11-01,2023-03-01,09-2024,271.69,148.03,69.0,18,20,-2,54.484890868268984,Transmission_System,0.0,4.0,1,0
N18000354,TRANSMISSION SYSTEM ASSOCIATED WITH WESTERN REGION EXPANSION SCHEME XXVII,2024-12-01,2023-03-01,09-2024,271.69,153.03,77.0,18,21,-3,56.32522360042695,Transmission_System,0.0,5.0,1,0
N18000354,TRANSMISSION SYSTEM ASSOCIATED WITH WESTERN REGION EXPANSION SCHEME XXVII,2025-01-01,2023-03-01,09-2024,271.69,173.03,87.0,18,22,-4,63.68655452905886,Transmission_System,0.0,5.0,1,0
N18000354,TRANSMISSION SYSTEM ASSOCIATED WITH WESTERN REGION EXPANSION SCHEME XXVII,2025-02-01,2023-03-01,09-2024,271.69,179.03,97.0,18,23,-5,65.89495380764842,Transmission_System,0.0,7.0,1,0
N18000354,TRANSMISSION SYSTEM ASSOCIATED WITH WESTERN REGION EXPANSION SCHEME XXVII,2025-03-01,2023-03-01,09-2024,271.69,186.03,100.0,18,24,-6,68.47141963266958,Transmission_System,0.0,6.0,1,0
N18000355,TRANSMISSION SYSTEM ASSOCIATED WITH WESTERN REGION EXPANSION SCHEME-XXVIII AND XXIX,2024-08-01,2023-03-01,03-2025,260.3,56.59,60.0,24,17,7,21.740299654245103,Transmission_System,0.0,0.0,0,0
N18000355,TRANSMISSION SYSTEM ASSOCIATED WITH WESTERN REGION EXPANSION SCHEME-XXVIII AND XXIX,2024-09-01,2023-03-01,03-2025,260.3,106.79,78.0,24,18,6,41.02573953131003,Transmission_System,0.0,0.0,0,0
N18000355,TRANSMISSION SYSTEM ASSOCIATED WITH WESTERN REGION EXPANSION SCHEME- XXVIII AND XXIX,2024-11-01,2023-03-01,03-2025,260.3,128.79,89.0,24,20,4,49.477525931617365,Transmission_System,0.0,0.0,0,0
N18000355,TRANSMISSION SYSTEM ASSOCIATED WITH WESTERN REGION EXPANSION SCHEME- XXVIII AND XXIX,2024-12-01,2023-03-01,03-2025,260.3,145.79,94.0,24,21,3,56.0084517864003,Transmission_System,0.0,0.0,0,0
N18000355,TRANSMISSION SYSTEM ASSOCIATED WITH WESTERN REGION EXPANSION SCHEME-XXVIII AND XXIX,2025-01-01,2023-03-01,03-2025,260.3,172.79,98.0,24,22,2,66.38109873223203,Transmission_System,0.0,0.0,0,0
N18000355,TRANSMISSION SYSTEM ASSOCIATED WITH WESTERN REGION EXPANSION SCHEME- XXVIII AND XXIX,2025-02-01,2023-03-01,03-2025,260.3,180.79,98.0,24,23,1,69.45447560507107,Transmission_System,0.0,0.0,0,0
N18000355,TRANSMISSION SYSTEM ASSOCIATED WITH WESTERN REGION EXPANSION SCHEME- XXVIII AND XXIX,2025-03-01,2023-03-01,03-2025,260.3,187.79,100.0,24,24,0,72.14368036880522,Transmission_System,0.0,0.0,0,0
N18000356,TRANSMISSION SYSTEM SCHEME FOR EVACUATION OF POWER FROM REZ RAJASTHAN (8.1 GW) UNDER PHASE-II PART,2024-08-01,2023-03-01,09-2024,1433.28,485.77,40.0,18,17,1,33.89219133735209,Transmission_System,0.0,3.0,1,0
N18000356,1346  TRANSMISSION SYSTEM SCHEME FOR EVACUATION OF POWER FROM REZ RAJASTHAN (8.1 GW) UNDER PHASE-II PART,2024-09-01,2023-03-01,09-2024,1433.28,540.47,40.0,18,18,0,37.70861241348515,Transmission_System,0.0,3.0,1,0
N18000356,TRANSMISSION SYSTEM SCHEME FOR EVACUATION OF POWER FROM REZ RAJASTHAN (8.1 GW) UNDER PHASE-II PART,2024-12-01,2023-03-01,09-2024,1433.28,704.47,72.0,18,21,-3,49.15089863808886,Transmission_System,0.0,6.0,1,0
N18000356,TRANSMISSION SYSTEM SCHEME FOR EVACUATION OF POWER FROM REZ RAJASTHAN (8.1 GW) UNDER PHASE-II PART,2025-01-01,2023-03-01,09-2024,1433.28,801.47,80.0,18,22,-4,55.91859231971422,Transmission_System,0.0,6.0,1,0
N18000356,TRANSMISSION SYSTEM SCHEME FOR EVACUATION OF POWER FROM REZ RAJASTHAN (8.1 GW) UNDER PHASE-II PART,2025-02-01,2023-03-01,09-2024,1433.28,811.47,87.0,18,23,-5,56.61629269926323,Transmission_System,0.0,8.0,1,0
N18000356,TRANSMISSION SYSTEM SCHEME FOR EVACUATION OF POWER FROM REZ RAJASTHAN (8.1 GW) UNDER PHASE-II PART,2025-03-01,2023-03-01,09-2024,1433.28,850.47,89.0,18,24,-6,59.33732417950436,Transmission_System,0.0,8.0,1,0
N18000356,TRANSMISSION SYSTEM SCHEME FOR EVACUATION OF POWER FROM REZ RAJASTHAN (8.1 GW) UNDER PHASE-II PART,2025-04-01,2023-03-01,09-2024,1433.28,956.47,90.7,18,25,-7,66.73294820272383,Transmission_System,0.0,12.0,1,0
N18000356,TRANSMISSION SYSTEM SCHEME FOR EVACUATION OF POWER FROM REZ RAJASTHAN (8.1 GW) UNDER PHASE-II PART,2025-05-01,2023-03-01,09-2024,1433.28,1281.27,91.9,18,26,-8,89.39425653047556,Transmission_System,0.0,12.0,1,0
N18000356,TRANSMISSION SYSTEM SCHEME FOR EVACUATION OF POWER FROM REZ RAJASTHAN (8.1 GW) UNDER PHASE-II PART,2025-06-01,2023-03-01,09-2024,1433.28,1290.22,91.9,18,27,-9,90.01869837017192,Transmission_System,0.0,12.0,1,0
N18000357,ESTABLISHMENT OF KHAVDA POOLING STATION 3 (KPS3) IN KHAVDA RE PARK,2024-08-01,2023-03-01,12-2024,922.3,191.77,25.0,21,17,4,20.792583757996315,Substation_Grid_Equipment,0.0,2.0,1,0
N18000357,ESTABLISHMENT OF KHAVDA POOLING STATION 3 (KPS3) IN KHAVDA RE PARK,2024-09-01,2023-03-01,12-2024,922.3,259.67,30.0,21,18,3,28.154613466334165,Substation_Grid_Equipment,0.0,2.0,1,0
N18000357,ESTABLISHMENT OF KHAVDA POOLING STATION 3 (KPS3) IN KHAVDA RE PARK,2024-12-01,2023-03-01,12-2024,922.3,350.67,70.0,21,21,0,38.02125121977664,Substation_Grid_Equipment,0.0,2.0,1,0
N18000357,ESTABLISHMENT OF KHAVDA POOLING STATION 3 (KPS3) IN KHAVDA RE PARK,2025-01-01,2023-03-01,12-2024,922.3,465.67,74.0,21,22,-1,50.490079149951214,Substation_Grid_Equipment,0.0,3.0,1,0
N18000357,ESTABLISHMENT OF KHAVDA POOLING STATION 3 (KPS3) IN KHAVDA RE PARK,2025-02-01,2023-03-01,12-2024,922.3,513.67,83.0,21,23,-2,55.69445950341537,Substation_Grid_Equipment,0.0,3.0,1,0
N18000357,ESTABLISHMENT OF KHAVDA POOLING STATION 3 (KPS3) IN KHAVDA RE PARK,2025-03-01,2023-03-01,12-2024,922.3,587.67,88.0,21,24,-3,63.71787921500596,Substation_Grid_Equipment,0.0,5.0,1,0
N18000357,ESTABLISHMENT OF KHAVDA POOLING STATION 3 (KPS3) IN KHAVDA RE PARK,2025-04-01,2023-03-01,12-2024,922.3,672.67,88.7,21,25,-4,72.93396942426543,Substation_Grid_Equipment,0.0,5.0,1,0
N18000357,ESTABLISHMENT OF KHAVDA POOLING STATION 3 (KPS3) IN KHAVDA RE PARK,2025-05-01,2023-03-01,12-2024,922.3,823.07,88.7,21,26,-5,89.24102786511982,Substation_Grid_Equipment,0.0,6.0,1,0
N18000357,ESTABLISHMENT OF KHAVDA POOLING STATION 3 (KPS3) IN KHAVDA RE PARK,2025-06-01,2023-03-01,12-2024,922.3,830.14,90.5,21,27,-6,90.00758972134881,Substation_Grid_Equipment,0.0,7.0,1,0
N18000358,TRANSMISSION NETWORK EXPANSION IN GUJARAT ASSOCIATED WITH INTEGRATION OF RE PROJECTS FROM KHAVDA POT,2024-08-01,2023-03-01,03-2025,815.12,7.89,25.0,24,17,7,0.9679556384336048,Transmission_System,0.0,0.0,0,0
N18000358,TRANSMISSION NETWORK EXPANSION IN GUJARAT ASSOCIATED WITH INTEGRATION OF RE PROJECTS FROM KHAVDA POT,2024-09-01,2023-03-01,03-2025,815.12,7.99,26.0,24,18,6,0.9802237707331436,Transmission_System,0.0,0.0,0,0
N18000358,TRANSMISSION NETWORK EXPANSION IN GUJARAT ASSOCIATED WITH INTEGRATION OF RE PROJECTS FROM KHAVDA POT,2024-11-01,2023-03-01,03-2025,815.12,7.99,42.0,24,20,4,0.9802237707331436,Transmission_System,0.0,0.0,0,0
N18000358,TRANSMISSION NETWORK EXPANSION IN GUJARAT ASSOCIATED WITH INTEGRATION OF RE PROJECTS FROM KHAVDA POT,2024-12-01,2023-03-01,03-2025,815.12,7.99,51.0,24,21,3,0.9802237707331436,Transmission_System,0.0,0.0,0,0
N18000358,TRANSMISSION NETWORK EXPANSION IN GUJARAT ASSOCIATED WITH INTEGRATION OF RE PROJECTS FROM KHAVDA POT,2025-01-01,2023-03-01,03-2025,815.12,9.99,59.0,24,22,2,1.225586416723918,Transmission_System,0.0,0.0,0,0
N18000358,TRANSMISSION NETWORK EXPANSION IN GUJARAT ASSOCIATED WITH INTEGRATION OF RE PROJECTS FROM KHAVDA POT,2025-02-01,2023-03-01,03-2025,815.12,10.99,72.0,24,23,1,1.348267739719305,Transmission_System,0.0,1.0,1,0
N18000358,TRANSMISSION NETWORK EXPANSION IN GUJARAT ASSOCIATED WITH INTEGRATION OF RE PROJECTS FROM KHAVDA POT,2025-03-01,2023-03-01,03-2025,815.12,10.99,83.0,24,24,0,1.348267739719305,Transmission_System,0.0,1.0,1,0
N18000358,TRANSMISSION NETWORK EXPANSION IN GUJARAT ASSOCIATED WITH INTEGRATION OF RE PROJECTS FROM KHAVDA POT,2025-04-01,2023-03-01,03-2025,815.12,10.99,88.0,24,25,-1,1.348267739719305,Transmission_System,0.0,3.0,1,0
N18000358,TRANSMISSION NETWORK EXPANSION IN GUJARAT ASSOCIATED WITH INTEGRATION OF RE PROJECTS FROM KHAVDA POT,2025-05-01,2023-03-01,03-2025,815.12,738.03,94.6,24,26,-2,90.5424968102856,Transmission_System,0.0,3.0,1,0
N18000358,TRANSMISSION NETWORK EXPANSION IN GUJARAT ASSOCIATED WITH INTEGRATION OF RE PROJECTS FROM KHAVDA POT,2025-06-01,2023-03-01,03-2025,815.12,758.09,100.0,24,27,-3,93.00348414957308,Transmission_System,0.0,4.0,1,0
N18000359,"KHAVDA-2, GUJARAT- ESTABLISHMENT OF KHAVDA POOLING STATION-2 (KPS2) IN KHAVDA RE PARK",2024-08-01,2023-03-01,12-2024,966.79,120.72,33.0,21,17,4,12.486682733582269,Substation_Grid_Equipment,0.0,2.0,1,0
N18000359,"KHAVDA-2, GUJARAT- ESTABLISHMENT OF KHAVDA POOLING STATION-2 (KPS2) IN KHAVDA RE PARK",2024-09-01,2023-03-01,12-2024,966.79,133.22,37.0,21,18,3,13.779621220740804,Substation_Grid_Equipment,0.0,2.0,1,0
N18000359,"KHAVDA-2, GUJARAT- ESTABLISHMENT OF KHAVDA POOLING STATION-2 (KPS2) IN KHAVDA RE PARK",2024-11-01,2023-03-01,12-2024,966.79,176.22,63.0,21,20,1,18.227329616566163,Substation_Grid_Equipment,0.0,2.0,1,0
N18000359,"KHAVDA-2, GUJARAT- ESTABLISHMENT OF KHAVDA POOLING STATION-2 (KPS2) IN KHAVDA RE PARK",2024-12-01,2023-03-01,12-2024,966.79,293.22,70.0,21,21,0,30.329233856370053,Substation_Grid_Equipment,0.0,2.0,1,0
N18000359,"KHAVDA-2, GUJARAT- ESTABLISHMENT OF KHAVDA POOLING STATION-2 (KPS2) IN KHAVDA RE PARK",2025-01-01,2023-03-01,12-2024,966.79,362.22,74.0,21,22,-1,37.466254305485165,Substation_Grid_Equipment,0.0,3.0,1,0
N18000359,"KHAVDA-2, GUJARAT- ESTABLISHMENT OF KHAVDA POOLING STATION-2 (KPS2) IN KHAVDA RE PARK",2025-02-01,2023-03-01,12-2024,966.79,433.22,82.0,21,23,-2,44.810144912545645,Substation_Grid_Equipment,0.0,3.0,1,0
N18000359,"KHAVDA-2, GUJARAT- ESTABLISHMENT OF KHAVDA POOLING STATION-2 (KPS2) IN KHAVDA RE PARK",2025-03-01,2023-03-01,12-2024,966.79,548.22,90.0,21,24,-3,56.70517899440417,Substation_Grid_Equipment,0.0,5.0,1,0
N18000359,"KHAVDA-2, GUJARAT- ESTABLISHMENT OF KHAVDA POOLING STATION-2 (KPS2) IN KHAVDA RE PARK",2025-04-01,2023-03-01,12-2024,966.79,646.22,93.0,21,25,-4,66.84181673372707,Substation_Grid_Equipment,0.0,5.0,1,0
N18000359,"KHAVDA-2, GUJARAT- ESTABLISHMENT OF KHAVDA POOLING STATION-2 (KPS2) IN KHAVDA RE PARK",2025-05-01,2023-03-01,12-2024,966.79,859.0,93.6,21,26,-5,88.85073283753454,Substation_Grid_Equipment,0.0,6.0,1,0
N18000359,"KHAVDA-2, GUJARAT- ESTABLISHMENT OF KHAVDA POOLING STATION-2 (KPS2) IN KHAVDA RE PARK",2025-06-01,2023-03-01,12-2024,966.79,870.1,93.6,21,27,-6,89.99886221413131,Substation_Grid_Equipment,0.0,8.0,1,0
N18000360,"KHAVDA PHASE-II-PART B, GUJARAT- TRANSMISSION SCHEME FOR EVACUATION OF 4.5 GW RE INJECTION AT KHAVDA",2024-08-01,2023-03-01,03-2025,1167.55,376.14,20.0,24,17,7,32.2161791786219,Transmission_System,0.0,0.0,0,0
N18000360,"KHAVDA PHASE-II-PART B, GUJARAT- TRANSMISSION SCHEME FOR EVACUATION OF 4.5 GW RE INJECTION AT KHAVDA",2024-09-01,2023-03-01,03-2025,1167.55,509.14,22.0,24,18,6,43.6075542803306,Transmission_System,0.0,0.0,0,0
N18000360,"KHAVDA PHASE-II-PART B, GUJARAT- TRANSMISSION SCHEME FOR EVACUATION OF 4.5 GW RE INJECTION AT KHAVDA",2024-11-01,2023-03-01,03-2025,1167.55,521.14,26.0,24,20,4,44.63534752259004,Transmission_System,0.0,0.0,0,0
N18000360,"KHAVDA PHASE-II-PART B, GUJARAT- TRANSMISSION SCHEME FOR EVACUATION OF 4.5 GW RE INJECTION AT KHAVDA",2024-12-01,2023-03-01,03-2025,1167.55,588.14,38.0,24,21,3,50.373859791871865,Transmission_System,0.0,0.0,0,0
N18000360,"KHAVDA PHASE-II-PART B, GUJARAT- TRANSMISSION SCHEME FOR EVACUATION OF 4.5 GW RE INJECTION AT KHAVDA",2025-01-01,2023-03-01,03-2025,1167.55,622.14,47.0,24,22,2,53.285940644940254,Transmission_System,0.0,1.0,1,0
N18000360,"KHAVDA PHASE-II-PART B, GUJARAT- TRANSMISSION SCHEME FOR EVACUATION OF 4.5 GW RE INJECTION AT KHAVDA",2025-02-01,2023-03-01,03-2025,1167.55,651.14,56.0,24,23,1,55.76977431373389,Transmission_System,0.0,3.0,1,0
N18000360,"KHAVDA PHASE-II-PART B, GUJARAT- TRANSMISSION SCHEME FOR EVACUATION OF 4.5 GW RE INJECTION AT KHAVDA",2025-03-01,2023-03-01,03-2025,1167.55,677.14,69.0,24,24,0,57.99665967196266,Transmission_System,0.0,3.0,1,0
N18000360,"KHAVDA PHASE-II-PART B, GUJARAT- TRANSMISSION SCHEME FOR EVACUATION OF 4.5 GW RE INJECTION AT KHAVDA",2025-04-01,2023-03-01,03-2025,1167.55,712.14,83.7,24,25,-1,60.994389961886,Transmission_System,0.0,6.0,1,0
N18000360,"KHAVDA PHASE-II-PART B, GUJARAT- TRANSMISSION SCHEME FOR EVACUATION OF 4.5 GW RE INJECTION AT KHAVDA",2025-05-01,2023-03-01,03-2025,1167.55,950.0,86.1,24,26,-2,81.36696501220506,Transmission_System,0.0,6.0,1,0
N18000360,"KHAVDA PHASE-II-PART B, GUJARAT- TRANSMISSION SCHEME FOR EVACUATION OF 4.5 GW RE INJECTION AT KHAVDA",2025-06-01,2023-03-01,03-2025,1167.55,957.39,90.0,24,27,-3,81.99991435056316,Transmission_System,0.0,6.0,1,0
N18000361,"KHAVDA PHASE-II-PART C, GUJARAT- TRANSMISSION SCHEME FOR EVACUATION OF 4.5 GW RE INJECTION AT KHAVDA",2024-08-01,2023-03-01,03-2025,2820.99,152.1,18.0,24,17,7,5.391724181936129,Transmission_System,0.0,0.0,0,0
N18000361,"KHAVDA PHASE-II-PART C, GUJARAT- TRANSMISSION SCHEME FOR EVACUATION OF 4.5 GW RE INJECTION AT KHAVDA",2024-09-01,2023-03-01,03-2025,2820.99,336.1,19.0,24,18,6,11.914257051602451,Transmission_System,0.0,0.0,0,0
N18000361,"KHAVDA PHASE-II-PART C, GUJARAT- TRANSMISSION SCHEME FOR EVACUATION OF 4.5 GW RE INJECTION AT KHAVDA",2024-11-01,2023-03-01,03-2025,2820.99,1858.46,22.0,24,20,4,65.87970889652215,Transmission_System,0.0,0.0,0,0
N18000361,"KHAVDA PHASE-II-PART C, GUJARAT- TRANSMISSION SCHEME FOR EVACUATION OF 4.5 GW RE INJECTION AT KHAVDA",2024-12-01,2023-03-01,03-2025,2820.99,2002.46,41.0,24,21,3,70.98429983800014,Transmission_System,0.0,0.0,0,0
N18000361,"KHAVDA PHASE-II-PART C, GUJARAT- TRANSMISSION SCHEME FOR EVACUATION OF 4.5 GW RE INJECTION AT KHAVDA",2025-01-01,2023-03-01,03-2025,2820.99,2063.46,52.0,24,22,2,73.14666127848734,Transmission_System,0.0,1.0,1,0
N18000361,"KHAVDA PHASE-II-PART C, GUJARAT- TRANSMISSION SCHEME FOR EVACUATION OF 4.5 GW RE INJECTION AT KHAVDA",2025-02-01,2023-03-01,03-2025,2820.99,2211.46,61.0,24,23,1,78.39304641278417,Transmission_System,0.0,3.0,1,0
N18000361,"KHAVDA PHASE-II-PART C, GUJARAT- TRANSMISSION SCHEME FOR EVACUATION OF 4.5 GW RE INJECTION AT KHAVDA",2025-03-01,2023-03-01,03-2025,2820.99,2304.46,68.0,24,24,0,81.68976139582205,Transmission_System,0.0,3.0,1,0
N18000361,"KHAVDA PHASE-II-PART C, GUJARAT- TRANSMISSION SCHEME FOR EVACUATION OF 4.5 GW RE INJECTION AT KHAVDA",2025-04-01,2023-03-01,03-2025,2820.99,2304.46,68.0,24,25,-1,81.68976139582205,Transmission_System,0.0,3.0,1,0
N18000361,"KHAVDA PHASE-II-PART C, GUJARAT- TRANSMISSION SCHEME FOR EVACUATION OF 4.5 GW RE INJECTION AT KHAVDA",2025-05-01,2023-03-01,03-2025,2820.99,2418.0,76.5,24,26,-2,85.71458955898463,Transmission_System,0.0,6.0,1,0
N18000361,"KHAVDA PHASE-II-PART C, GUJARAT- TRANSMISSION SCHEME FOR EVACUATION OF 4.5 GW RE INJECTION AT KHAVDA",2025-06-01,2023-03-01,03-2025,2820.99,2418.0,82.6,24,27,-3,85.71458955898463,Transmission_System,0.0,6.0,1,0
N18000372,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM RAJASTHAN REZ PHASE-IV PART- I (BIKANER COMPLEX) PAR,2024-11-01,2023-06-01,01-2025,202.39,20.04,76.0,19,17,2,9.901674983941897,Transmission_System,0.0,11.0,1,0
N18000372,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM RAJASTHAN REZ PHASE-IV PART-I (BIKANER COMPLEX) PAR,2024-12-01,2023-06-01,01-2025,202.39,20.04,89.0,19,18,1,9.901674983941897,Transmission_System,0.0,1.0,1,0
N18000372,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM RAJASTHAN REZ PHASE-IV PART-I (BIKANER COMPLEX) PAR,2025-01-01,2023-06-01,01-2025,202.39,20.04,100.0,19,19,0,9.901674983941897,Transmission_System,0.0,1.0,1,0
N18000373,"TS FOR EVACUATION OF POWER FROM REZ IN RAJASTHAN (20GW) UNDER PHASE-III, PART E1",2024-08-01,2023-08-01,02-2025,688.74,121.1,18.0,18,12,6,17.582832418619507,Transmission_System,0.0,0.0,0,0
N18000373,"TS FOR EVACUATION OF POWER FROM REZ IN RAJASTHAN (20GW) UNDER PHASE-III, PART E1",2024-11-01,2023-08-01,02-2025,688.74,121.1,65.0,18,15,3,17.582832418619507,Transmission_System,0.0,0.0,0,0
N18000373,"TS FOR EVACUATION OF POWER FROM REZ IN RAJASTHAN (20GW) UNDER PHASE-III, PART E1",2024-12-01,2023-08-01,02-2025,688.74,215.0,70.0,18,16,2,31.21642419490664,Transmission_System,0.0,0.0,0,0
N18000373,"TS FOR EVACUATION OF POWER FROM REZ IN RAJASTHAN (20GW) UNDER PHASE-III, PART E1",2025-01-01,2023-08-01,02-2025,688.74,264.0,72.0,18,17,1,38.330865057931874,Transmission_System,0.0,1.0,1,0
N18000373,"TS FOR EVACUATION OF POWER FROM REZ IN RAJASTHAN (20GW) UNDER PHASE-III, PART E1",2025-02-01,2023-08-01,02-2025,688.74,315.0,87.0,18,18,0,45.73569126230508,Transmission_System,0.0,2.0,1,0
N18000373,"TS FOR EVACUATION OF POWER FROM REZ IN RAJASTHAN (20GW) UNDER PHASE-III, PART E1",2025-03-01,2023-08-01,02-2025,688.74,330.0,89.0,18,19,-1,47.91358132241484,Transmission_System,0.0,2.0,1,0
N18000373,"TS FOR EVACUATION OF POWER FROM REZ IN RAJASTHAN (20GW) UNDER PHASE-III, PART E1",2025-04-01,2023-08-01,02-2025,688.74,411.0,91.0,18,20,-2,59.674187647007585,Transmission_System,0.0,7.0,1,0
N18000373,"TS FOR EVACUATION OF POWER FROM REZ IN RAJASTHAN (20GW) UNDER PHASE- III, PART E1",2025-05-01,2023-08-01,02-2025,688.74,507.0,92.0,18,21,-3,73.61268403171007,Transmission_System,0.0,7.0,1,0
N18000373,"TS FOR EVACUATION OF POWER FROM REZ IN RAJASTHAN (20GW) UNDER PHASE-III, PART E1",2025-06-01,2023-08-01,02-2025,688.74,564.77,93.0,18,22,-4,82.00046461654615,Transmission_System,0.0,7.0,1,0
N18000374,TS FOR EVACUATION POWER FROM REZ IN RAJASTHAN (20GW) UNDER PHASE-III PART H,2024-08-01,2023-10-01,04-2025,2211.0,183.03,12.0,18,10,8,8.278154681139755,Other_Power_Transmission,0.0,0.0,0,0
N18000374,TS FOR EVACUATION POWER FROM REZ IN RAJASTHAN (20GW) UNDER PHASE-III PART H,2024-11-01,2023-10-01,04-2025,2211.0,458.63,28.0,18,13,5,20.743102668475803,Other_Power_Transmission,0.0,0.0,0,0
N18000374,TS FOR EVACUATION POWER FROM REZ IN RAJASTHAN (20GW) UNDER PHASE-III PART H,2024-12-01,2023-10-01,04-2025,2211.0,603.63,35.0,18,14,4,27.30122116689281,Other_Power_Transmission,0.0,0.0,0,0
N18000374,TS FOR EVACUATION POWER FROM REZ IN RAJASTHAN (20GW) UNDER PHASE-III PART H,2025-01-01,2023-10-01,04-2025,2211.0,720.63,43.0,18,15,3,32.59294436906377,Other_Power_Transmission,0.0,0.0,0,0
